Type,Planned For,Filed Against,ID,Requirement Type,Summary,Severity,Customer Impact,State,Customer Name,Region,Tag,Owner,Priority,FMEA Total,Creation Date,Resolution date,Modification Time
Issue,Designer Rev1.13.0 Sprint2,DIAStudio/DIADesigner,379632,Anomaly,[JIRA] (程式編輯) [IABGVOC-176] Issue 379632 - 讀取參數的設置值有些記憶上次輸入值，有些不記憶,Major,Medium,Closed,蔡弘晉,IA Internal-CoreTech,"sc_turnkey, need_analysis, w3a, programming_lang_ld_monitor, jira_voc_mok, te_track, userstory_yes, testcase_done",JASON.JY.LIN 林峻宇,Medium,96,2023/11/9 上午 11:46,2026/3/27 上午 10:34,2026/5/8 下午 5:52
Issue,Rev1.9.0 SP4 DIADesigner,DIAStudio/DIADesigner,379629,Anomaly,[JIRA] (專案管理) 複製專案修改新的名稱之後，打開顯示的為舊名稱,Minor,Medium,Closed,蔡弘晉,IA Internal,"sc_turnkey, need_analysis, jira_voc_mok",Unassigned,Low,120,2023/11/9 上午 11:39,2023/12/5 下午 4:09,2026/5/11 下午 12:07
Issue,Designer Rev1.12.0 Sprint3,DIAStudio/DIADesigner,379494,Anomaly,[JIRA] (運動控制) [IABGVOC-174] Issue 379494 - ECAT無法把多餘的軸禁用，無法右鍵更新變選擇其他系列,Critical,High,Closed,陳會杰,IA Internal-SC,"sc_turnkey, need_analysis, motion_axisset, jira_voc_sc, te_checked, plan1.11.0, 1.11.0_initial, issue2auto_manual, w3a, userstory_yes",WILLIAM.HC.SHEN 沈桓慶,Low,120,2023/11/8 下午 5:56,2026/1/22 下午 3:26,2026/4/21 下午 6:16
Issue,Rev1.9.0 SP4 DIADesigner,DIAStudio/DIADesigner,375900,Anomaly,[JIRA] (程式編輯) 使用数组时出现软件崩溃现象,Critical,High,Closed,蔡弘晉,IA Internal,"sc_turnkey, 1.3.0_sp1_add, need_analysis, corner_todo, programming_lang, jira_voc_mok",MINGHUNG.TSAI 蔡明宏,Medium,96,2023/10/26 下午 9:01,2025/6/19 下午 5:59,2026/5/11 下午 12:06
Issue,Rev1.3.2 SP1 DIADesigner,DIAStudio/DIADesigner,375897,Anomaly,[JIRA] (程式編輯) 轴结构体下.Status无法自动索引出来,Major,Medium,Closed,蔡弘晉,IA Internal,"sc_turnkey, 1.3.0_sp1_add, need_analysis, plan1.3.2sp1, 1.3.2_sp1_initial, programming_lang, jira_voc_mok",KF.LIU 劉桂輔,Low,240,2023/10/26 下午 8:56,2024/2/5 下午 1:37,2025/6/9 上午 11:52
Issue,Rev1.3.2 SP1 DIADesigner,DIAStudio/DIADesigner,375896,Anomaly,[JIRA] (程式編輯) 新建W3A專案後部份lib分類到UserDefinedLib，重開後又被分類DeltaLib,Minor,Low,Closed,蔡弘晉,IA Internal-CoreTech,"sc_turnkey, 1.3.0_sp1_add, need_analysis, plan1.3.2sp1, 1.3.2_sp1_initial, librarymanager, jira_voc_mok",MINGHUNG.TSAI 蔡明宏,High,80,2023/10/26 下午 8:55,2024/2/1 下午 1:14,2025/6/9 下午 1:09
Issue,Rev1.3.2 SP1 DIADesigner,DIAStudio/DIADesigner,375895,Anomaly,[JIRA] (程式編輯) POU中建立新功能块时，有部分指令库里面有，但是无法被选择到,Major,Medium,Closed,蔡弘晉,IA Internal,"sc_turnkey, 1.3.0_sp1_add, need_analysis, plan1.3.2sp1, 1.3.2_sp1_initial, programming_poutype, jira_voc_mok",PINGCHIN.WANG 王昞清,High,240,2023/10/26 下午 8:51,2024/3/6 下午 1:24,2025/6/9 上午 11:52
Issue,Rev1.3.2 SP1 DIADesigner,DIAStudio/DIADesigner,375894,Anomaly,[JIRA] (運動控制) 轴设置中参数设置弹出报错弹窗,Blocker,High,Closed,蔡弘晉,IA Internal,"sc_turnkey, 1.3.0_sp1_add, plan1.3.2sp1, 1.3.2_sp1_initial, motion_axisset, jira_voc_mok",ELSA.FU 傅星諭,High,1000,2023/10/26 下午 8:43,2024/2/1 下午 2:50,2025/6/9 上午 11:52
Issue,Rev1.3.1 SP1 DIADesigner,DIAStudio/DIADesigner,375893,Anomaly,[JIRA] (網路配置) 添加的设备(E3) XML文档没了,Critical,High,Closed,蔡弘晉,IA Internal-CoreTech,"sc_turnkey, 1.3.0_sp1_add, need_analysis, plan1.3.1sp1, 1.3.1_sp1_initial, devnetwork_ethercat, jira_voc_mok",WILLIAM.HC.SHEN 沈桓慶,High,240,2023/10/26 下午 8:38,2024/1/9 上午 10:39,2025/6/9 下午 1:08
Issue,Designer Rev1.9.0 SP4 Sprint1,DIAStudio/DIADesigner,375891,Anomaly,[JIRA] (運動控制) 有關專案內容修改會需要再次編譯的部份，online的時候應該都要變成唯讀,Major,Medium,Closed,蔡弘晉,IA Internal,"sc_turnkey, 1.3.0_sp1_add, motion_axisset, jira_voc_mok",JEAN.LC.WANG 王儷臻,Medium,144,2023/10/26 下午 8:15,2025/2/18 下午 2:00,2025/6/9 下午 1:07
Issue,Rev1.3.2 SP1 DIADesigner,DIAStudio/DIADesigner,375868,Anomaly,[JIRA] (網路配置) ECAT Master裝置名稱不太正確,Minor,Remote,Closed,蔡弘晉,IA Internal-CoreTech,"sc_turnkey, 1.3.0_sp1_add, need_analysis, plan1.3.2sp1, 1.3.2_sp1_initial, devnetwork_ethercat, jira_voc_mok",JEAN.LC.WANG 王儷臻,Low,24,2023/10/26 下午 5:22,2024/2/1 下午 2:13,2026/5/8 下午 3:40
Issue,Rev1.3.2 SP1 DIADesigner,DIAStudio/DIADesigner,375860,Anomaly,"[JIRA] DIA Designer的裝置庫功能 - ""匯入資料夾內所有檔案"" 無法正常使用",Critical,Medium,Closed,蔡弘晉,IA Internal-CoreTech,"sc_turnkey, 1.3.0_sp1_add, need_analysis, plan1.3.2sp1, 1.3.2_sp1_initial, jira_voc_mok",JEAN.LC.WANG 王儷臻,High,216,2023/10/26 下午 5:04,2024/2/29 上午 11:50,2025/6/9 下午 1:46
Issue,Rev1.3.0 SP1 DIADesigner,DIAStudio/DIADesigner,375851,Anomaly,[JIRA] (調適) 示波器監視參數 Axis.Error的資料型別錯誤,Critical,High,Closed,蔡弘晉,IA Internal-CoreTech,"sc_turnkey, 1.3.0_sp1_add, need_analysis, 1.3.0_sp1_initial, oscilloscope, jira_voc_mok",JOHNNY.MC.YEH 葉明勳,High,360,2023/10/26 下午 4:34,2024/1/19 下午 5:30,2025/6/9 下午 1:46
Issue,Designer Rev1.9.0 SP4 Sprint1,DIAStudio/DIADesigner,326011,Anomaly,[JIRA] (模組編輯) [IABGVOC-436] W3A搭配R1-C模块，IO模块无法切到OpMode,Minor,Low,Closed,潘誠,IA Internal-SC,"devhardware_layout_moduletable_iomap, jira_voc_sc",WILLIAM.HC.SHEN 沈桓慶,Medium,16,2023/3/9 上午 9:23,2025/3/17 下午 2:00,2026/1/15 上午 10:07
